[사설]지진 튀르키예 돕기 광주시민 온정 뜨겁다
강진 일주일 사망자 최소 3만5천명 기적같은 생존 소식 계속
"김성 장흥군수, 군민과의 대화"
앗살라무 알라이쿰!
"함평군, 튀르키예 지진피해 지원 앞장"
"조선대병원, 튀르키예 지진피해지역 의료물품 지원"
(약수터) 봄이 오는 길
"광주시 공직자, 튀르키예 시리아 지진피해 성금 2901만원 전달"
"국회, 튀르키예 시리아 지진 피해 지원 촉구 결의안 의결"
"창원시 ""튀르키예 아픔 이번엔 우리가 돕자"""
구호품은 가급적 새 제품 구호금은 검증된 곳에
“부실 공사가 피해 더 키워” 불법 건축과 싸운 도시는 멀쩡
일부 지역 구조 종료 “‘생존자 지원’으로 방향 전환”
튀르키예 대지진에 7400㎞ 떨어진 한국 지하수도 ‘출렁’
"유니세프 “튀르키예 시리아 지진 피해 아동 700만명 이상"""
“3일동안 애써봤지만” 숨진 딸 손잡고 있던 튀르키예 아버지 사연
"신정5동 통장회, 지진피해 성금 50만원"
"콜핑, 튀르키예 3억 상당 구호물품 지원"
"도청 직원이 말하고, 박완수 도지사가 듣는다"
198시간 만에 3명 생환 속 구조 사실상 마무리
"튀르키예 지진 발생 198시간 만에 3명 기적 생환 10대 소년 2명, 20대 남성 1명"
잔해 속 200시간 버틴 지진 생존자 구조...곳곳서 수색 종료
"울산 남구 신정5동 통장회, 튀르키예 시리아 지진 피해복구 성금 전달"
"KBS충주방송국, 2월 시청자위원회 열려"
튀르키예 구호대 2진 파견 논의
“지진 참사 돕자” 온정 손길 잇따라
“지진 피해 튀르키예 시리아를 도와주세요”
"킨텍스, 튀르키예 시리아 지진피해 복구 위해 1천만원 기부"
이걸 튀르키예에 보내라고요?...구호품 속 '폐기물'
"인천환경공단, 튀르키예 시리아 지진 복구지원"
"튀르키예 지진 충격, 7천km 밖 한국 지하수 수위 높였다"
"시리아 반군지역 구호단체 하얀헬멧 ""생존자 수색 곧 종료"""
"튀르키예 강진, 우리나라 지하수 수위에도 영향"
구호품은 가급적 새 제품 구호금은 검증된 곳에
지진으로 힘든데 약탈까지 기승...구조작업도 위협
"가라앉은 관광, ‘한강 열기구’로 띄운다"
“튀르키예에 힘 보태자” 온정이 한가득 쌓였다
"국회, 튀르키예-시리아 지원 결의안 채택"
"튀르키예 강진, 우리나라 지하수 수위에도 영향"
“부실 공사가 피해 더 키워” 불법 건축과 싸운 도시는 멀쩡
튀르키예 지진 발생 198시간 만에 3명 생환 7곳 구조 종료
"안산시, 지진 옥외 대피소 93곳 관리실태 전수 점검"
일부 지역 구조 종료 “‘생존자 지원’으로 방향 전환”
[미리보는 이데일리 신문]‘老다지’ 캐자 11조 뭉칫돈 몰린다
땅이 미친듯이 들썩였다 CCTV에 찍힌 '대지진 공포'
시리아 국경지대 가보니 530만 명 거처 잃어 “최악 경험”
"인천공항공사, 튀르키예 지진 피해 긴급구호금 지원"
"“가짜뉴스로 기도할 뻔 ” 재난 악용, 모금 유도하는 가짜뉴스 주의"
희망 버려선 안 되는 이유 204시간 만에 ‘기적의 생환’
시리아 들어간 구호 트럭 52대뿐 늦어도 너무 늦었다
주한 대사관 “중고품 기증 사양” 소독 후 보내기엔 시간 촉박
"13살 소년 182시간 만에 구조...""사망 3만7천명 넘어"""
튀르키예 지진 사망 4만 명 근접...구호 주력
"윤승아, 소장품 플리마켓 예고 ""수익금 튀르키예에 기부""(승아로운)"
사망 3만7000명 넘어서 ‘생존자 지원’에 초점[튀르키예 시리아 대지진 현장을 가다]
